user_id,exposed_date,expose_cnt,watch_cnt,watch_time_sum,watch_rate_avg,like_cnt,click_cnt,comment_cnt,follow_cnt,collect_cnt,forward_cnt,hate_cnt,like_rate,click_rate,comment_rate,follow_rate,collect_rate,forward_rate,hate_rate
16,20220916,48,48,603,0.4831413534302502,0,20,0,0,0,0,0,0.0,0.4167,0.0,0.0,0.0,0.0,0.0
16,20220917,9,9,33,0.038174922860827576,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,20220918,15,15,57,0.5790508314612811,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,20220919,3,3,75,0.7849293563579277,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16,20220920,25,25,241,0.45849970347692676,0,4,0,0,0,0,0,0.0,0.16,0.0,0.0,0.0,0.0,0.0
16,20220921,23,23,64,0.17073810516607066,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,20220922,38,38,487,0.5738932059167686,0,28,0,0,0,0,0,0.0,0.7368,0.0,0.0,0.0,0.0,0.0
17,20220917,4,4,56,0.8012744019540209,0,4,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18,20220916,15,6,12,0.0075954366616536794,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,20220920,65,59,3223,0.2964602738422189,0,29,0,0,0,0,0,0.0,0.4462,0.0,0.0,0.0,0.0,0.0
18,20220922,79,73,4082,0.30466146356860163,9,47,0,0,0,0,0,0.1139,0.5949,0.0,0.0,0.0,0.0,0.0
19,20220915,24,24,288,0.07587964741628621,0,12,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
19,20220916,118,118,2424,0.452428846113164,0,70,0,0,0,0,0,0.0,0.5932,0.0,0.0,0.0,0.0,0.0
19,20220917,72,72,1118,0.6786160071517633,0,61,0,0,0,0,0,0.0,0.8472,0.0,0.0,0.0,0.0,0.0
19,20220918,89,89,1601,0.8209807989107704,0,82,0,0,0,0,0,0.0,0.9213,0.0,0.0,0.0,0.0,0.0
19,20220919,148,129,3511,0.5079900576446836,0,81,0,0,0,0,0,0.0,0.5473,0.0,0.0,0.0,0.0,0.0
19,20220920,37,31,1098,0.537057333370886,0,16,0,0,0,0,0,0.0,0.4324,0.0,0.0,0.0,0.0,0.0
20,20220916,7,7,509,0.4424119620963149,0,3,0,0,0,0,0,0.0,0.4286,0.0,0.0,0.0,0.0,0.0
20,20220918,3,3,555,1.0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20,20220920,3,3,396,1.0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,20220917,6,6,474,0.8413205537806175,0,6,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,20220918,18,18,567,0.773839225947788,0,18,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,20220919,19,19,2370,0.789196006961648,0,19,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,20220922,6,6,1434,0.9193757477140626,0,6,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23,20220915,6,6,132,0.632183908045977,0,6,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23,20220916,19,19,2705,0.995887430468576,0,19,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23,20220920,3,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,20220916,2,2,204,1.0,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24,20220917,11,11,635,0.9997431100869854,0,11,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24,20220918,3,3,78,1.0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24,20220919,15,15,105,0.038591447206402216,0,3,0,0,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
24,20220922,14,14,76,0.14743326958534575,0,2,0,0,0,0,0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0
25,20220917,9,0,0,0.0,0,9,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26,20220917,3,3,266,0.7684252398264554,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
27,20220916,2,2,662,1.0,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
27,20220917,11,11,303,0.3896836074721731,0,9,0,0,0,0,0,0.0,0.8182,0.0,0.0,0.0,0.0,0.0
27,20220918,31,31,538,0.4152305247096508,0,21,0,0,0,0,0,0.0,0.6774,0.0,0.0,0.0,0.0,0.0
27,20220919,20,20,286,0.6962000962000963,0,12,0,0,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
27,20220920,22,22,821,0.43710124673446965,0,7,0,0,0,0,0,0.0,0.3182,0.0,0.0,0.0,0.0,0.0
27,20220922,16,16,36,0.19699226353774896,0,2,0,0,0,0,0,0.0,0.125,0.0,0.0,0.0,0.0,0.0
28,20220918,67,67,696,0.2580693816338463,0,14,0,0,0,0,0,0.0,0.209,0.0,0.0,0.0,0.0,0.0
28,20220919,6,6,24,0.009569377990430622,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,20220920,9,9,83,0.42117167022066226,0,3,0,0,0,0,0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0
29,20220919,20,20,3693,1.0,0,20,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29,20220920,23,23,100,0.12107497635115076,0,6,0,0,0,0,0,0.0,0.2609,0.0,0.0,0.0,0.0,0.0
30,20220917,25,25,4176,0.7842860901418711,0,25,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,20220919,1,1,248,1.0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,20220921,9,9,522,0.484105502226881,0,9,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31,20220917,37,37,3856,0.8444120239672912,0,31,0,0,0,0,0,0.0,0.8378,0.0,0.0,0.0,0.0,0.0
31,20220918,11,11,758,1.0,0,11,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
32,20220916,34,34,208,0.343654638357092,0,14,0,0,0,0,0,0.0,0.4118,0.0,0.0,0.0,0.0,0.0
32,20220917,30,30,277,0.3790801522269494,0,7,0,0,0,0,0,0.0,0.2333,0.0,0.0,0.0,0.0,0.0
32,20220919,3,3,12,0.01031816047834992,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,20220920,88,88,5320,0.5589494354688351,0,70,0,0,0,9,0,0.0,0.7955,0.0,0.0,0.0,0.1023,0.0
32,20220921,49,49,1840,0.43612623043859244,0,28,0,0,0,0,0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0
32,20220922,36,36,666,0.2932105985365418,0,21,0,0,0,0,0,0.0,0.5833,0.0,0.0,0.0,0.0,0.0
33,20220917,5,5,235,0.18880582325364656,0,5,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33,20220918,3,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,20220919,3,3,270,0.3537735849056604,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33,20220920,20,20,2166,0.9827955931536495,0,20,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35,20220915,12,12,831,1.0,0,12,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35,20220917,27,27,1087,0.7253628546535681,0,19,0,0,0,0,0,0.0,0.7037,0.0,0.0,0.0,0.0,0.0
35,20220918,26,26,88,0.20422654898348483,0,2,0,0,0,0,0,0.0,0.0769,0.0,0.0,0.0,0.0,0.0
35,20220919,3,3,279,0.2752130681818182,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35,20220920,37,25,2785,0.3095596437765058,0,37,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35,20220921,6,6,66,0.04263565891472868,0,6,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,20220915,3,3,165,0.14370331275327708,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,20220916,92,92,5588,0.5894769937487903,0,82,0,0,0,0,0,0.0,0.8913,0.0,0.0,0.0,0.0,0.0
37,20220917,127,127,6086,0.6820808674189893,0,110,0,0,0,0,0,0.0,0.8661,0.0,0.0,0.0,0.0,0.0
37,20220918,86,86,1594,0.5328614947279865,0,58,0,0,0,0,0,0.0,0.6744,0.0,0.0,0.0,0.0,0.0
37,20220919,12,12,443,0.45557422703247435,0,12,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,20220920,74,73,1360,0.38201440470200304,0,42,0,0,0,0,0,0.0,0.5676,0.0,0.0,0.0,0.0,0.0
37,20220921,29,29,224,0.19596307388903264,0,21,0,0,0,0,0,0.0,0.7241,0.0,0.0,0.0,0.0,0.0
37,20220922,90,90,2960,0.5624804490604006,0,64,0,0,0,0,0,0.0,0.7111,0.0,0.0,0.0,0.0,0.0
38,20220916,7,7,1577,0.8660101350973423,0,7,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
38,20220917,2,2,24,0.165860400829302,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
38,20220918,10,10,598,1.0,0,10,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
38,20220920,10,10,1274,0.6018982669666827,0,10,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
38,20220921,1,1,45,1.0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39,20220916,22,22,336,0.8421561560505634,0,22,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39,20220917,8,5,22,0.16872822157357253,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,20220920,16,16,695,0.3714644880867688,0,7,0,0,0,0,0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0
39,20220921,12,12,21,0.12750217353280732,0,1,0,0,0,0,0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0
40,20220917,3,3,21,0.042770031649823424,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,20220916,14,12,234,0.08397147315234849,0,6,0,0,0,0,0,0.0,0.4286,0.0,0.0,0.0,0.0,0.0
41,20220918,33,33,2760,0.48167405875056274,9,24,0,0,0,0,0,0.2727,0.7273,0.0,0.0,0.0,0.0,0.0
41,20220919,50,36,4032,0.5876391048094194,0,36,0,0,0,0,0,0.0,0.72,0.0,0.0,0.0,0.0,0.0
41,20220920,16,16,3964,0.7515782828282829,0,12,0,0,0,0,0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
41,20220921,27,27,1101,0.2636757275205564,0,9,0,0,0,0,0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0
41,20220922,10,10,2081,0.9008447158798137,0,9,0,9,0,0,0,0.0,0.9,0.0,0.9,0.0,0.0,0.0
42,20220916,7,7,1476,0.7653795329077989,0,7,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
42,20220917,21,15,567,0.6261438651482031,0,9,0,0,0,0,0,0.0,0.4286,0.0,0.0,0.0,0.0,0.0
42,20220918,3,3,159,1.0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
42,20220919,9,0,0,0.0,0,0,9,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
42,20220922,3,3,39,1.0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43,20220918,23,23,1252,0.2959307880971614,0,11,0,0,0,0,0,0.0,0.4783,0.0,0.0,0.0,0.0,0.0
44,20220918,64,61,2349,0.4080794670294202,0,37,0,0,0,0,0,0.0,0.5781,0.0,0.0,0.0,0.0,0.0
44,20220919,39,36,1071,0.5493962509773969,0,24,0,0,0,0,0,0.0,0.6154,0.0,0.0,0.0,0.0,0.0
44,20220920,65,65,1665,0.6491292476636994,0,52,0,0,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
44,20220921,82,82,1923,0.6479797457680241,0,68,0,0,0,0,0,0.0,0.8293,0.0,0.0,0.0,0.0,0.0
44,20220922,88,79,2046,0.3764822370227263,15,52,0,0,0,0,0,0.1705,0.5909,0.0,0.0,0.0,0.0,0.0
46,20220916,37,37,3797,0.9828038621872571,0,37,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
46,20220917,25,25,2209,0.8904970081617971,0,25,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
46,20220918,35,35,1861,0.6330816503326746,0,29,0,0,0,0,0,0.0,0.8286,0.0,0.0,0.0,0.0,0.0
46,20220919,35,35,1200,0.5335141255973531,0,23,0,0,0,0,0,0.0,0.6571,0.0,0.0,0.0,0.0,0.0
46,20220920,57,57,1378,0.28591255006796845,0,54,0,0,9,0,0,0.0,0.9474,0.0,0.0,0.1579,0.0,0.0
46,20220921,21,21,1293,0.6563018692647483,0,15,0,0,0,0,0,0.0,0.7143,0.0,0.0,0.0,0.0,0.0
47,20220916,6,6,12,0.28571428571428564,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,20220919,9,9,144,0.8726712959841794,0,9,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
47,20220921,15,15,1036,0.30445695197260386,0,7,0,0,0,0,0,0.0,0.4667,0.0,0.0,0.0,0.0,0.0
47,20220922,11,11,438,0.8279629490761722,0,9,0,0,0,0,0,0.0,0.8182,0.0,0.0,0.0,0.0,0.0
48,20220916,12,12,3330,0.9774241173955837,3,12,0,3,0,0,0,0.25,1.0,0.0,0.25,0.0,0.0,0.0
48,20220917,2,2,148,1.0,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
48,20220918,6,6,1404,0.9338932622574848,3,6,0,3,0,0,0,0.5,1.0,0.0,0.5,0.0,0.0,0.0
48,20220919,6,6,738,1.0,0,6,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
48,20220920,20,20,820,0.8057905285201089,0,14,0,0,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0
49,20220916,18,18,3106,0.8229789011855558,0,18,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
49,20220917,3,3,375,0.4736050437042734,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
49,20220918,3,3,189,1.0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
49,20220921,9,9,1422,0.9571928804235882,0,9,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
50,20220916,12,12,36,0.30925228585168135,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,20220921,12,12,3948,1.0,0,12,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
50,20220922,11,11,1490,1.0,0,11,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
51,20220915,10,10,1178,0.8229446603473247,0,10,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
51,20220916,106,106,371,0.16606705922286766,0,7,0,0,0,0,0,0.0,0.066,0.0,0.0,0.0,0.0,0.0
51,20220917,41,41,770,0.17726163641535503,0,9,0,0,0,0,0,0.0,0.2195,0.0,0.0,0.0,0.0,0.0
51,20220918,67,67,3665,0.3429740760992052,0,31,0,0,0,0,0,0.0,0.4627,0.0,0.0,0.0,0.0,0.0
51,20220920,4,4,48,0.0678990341362394,0,4,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
51,20220921,27,27,45,0.027005625564439577,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,20220916,6,6,96,1.0,0,6,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
52,20220917,3,3,84,0.21903577323539306,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
53,20220916,24,24,93,0.036029322619539644,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,20220917,18,18,36,0.09695928356061197,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,20220918,92,92,1531,0.3053042136191232,0,45,0,0,0,0,0,0.0,0.4891,0.0,0.0,0.0,0.0,0.0
53,20220920,17,17,1294,0.6530315972476691,0,15,0,0,0,0,0,0.0,0.8824,0.0,0.0,0.0,0.0,0.0
54,20220916,30,30,4745,0.3676852079331489,0,13,0,0,0,0,0,0.0,0.4333,0.0,0.0,0.0,0.0,0.0
54,20220917,36,30,1005,0.3760826943468105,0,21,0,0,0,0,0,0.0,0.5833,0.0,0.0,0.0,0.0,0.0
54,20220918,17,17,596,0.506015915067533,0,17,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
54,20220919,21,21,519,0.30288051625440343,0,15,0,0,0,0,0,0.0,0.7143,0.0,0.0,0.0,0.0,0.0
54,20220920,28,28,598,0.5517480032393934,0,13,0,0,0,0,0,0.0,0.4643,0.0,0.0,0.0,0.0,0.0
54,20220921,2,2,144,1.0,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
54,20220922,20,20,462,0.4853226134781936,0,8,0,0,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
55,20220916,6,6,174,1.0,0,6,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55,20220918,30,30,2193,0.6893763163099822,9,24,0,0,0,0,0,0.3,0.8,0.0,0.0,0.0,0.0,0.0
55,20220919,2,2,46,0.3109536814211935,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55,20220921,12,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,20220922,10,10,824,0.5851490485184045,0,10,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
56,20220917,25,25,3310,0.7817849999676966,0,22,0,0,0,0,0,0.0,0.88,0.0,0.0,0.0,0.0,0.0
56,20220918,24,24,1086,0.6326907301066448,0,15,0,0,0,0,0,0.0,0.625,0.0,0.0,0.0,0.0,0.0
56,20220919,44,36,5598,0.9565298056931495,0,36,0,0,0,0,0,0.0,0.8182,0.0,0.0,0.0,0.0,0.0
56,20220920,21,21,3852,1.0,0,21,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
57,20220916,25,25,648,0.33022855963764314,0,25,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
57,20220918,53,53,289,0.16518599192494932,0,14,0,0,0,0,0,0.0,0.2642,0.0,0.0,0.0,0.0,0.0
57,20220919,14,14,276,0.17613695689071435,0,6,0,0,0,0,0,0.0,0.4286,0.0,0.0,0.0,0.0,0.0
57,20220920,45,45,208,0.03451281878717222,0,6,0,0,0,0,0,0.0,0.1333,0.0,0.0,0.0,0.0,0.0
58,20220916,6,6,306,1.0,0,6,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
58,20220917,3,3,138,1.0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
58,20220918,6,6,174,1.0,0,6,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
59,20220916,29,29,1206,0.7840636145141877,0,23,0,0,0,0,0,0.0,0.7931,0.0,0.0,0.0,0.0,0.0
59,20220918,9,9,2007,0.9143841233393473,0,9,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60,20220917,19,13,284,0.14951141576531482,0,7,0,0,0,0,0,0.0,0.3684,0.0,0.0,0.0,0.0,0.0
60,20220920,12,10,74,0.44599452505374926,0,4,0,0,0,0,0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0
60,20220922,46,46,146,0.10067311626145167,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
